15.0,68.0,53.0,1.0,,,,0,1,1,0,1,0
43.0,70.0,43.0,2.0,,,,0,1,1,0,1,0
61.0,71.0,52.0,2.0,,,,0,1,1,0,1,0
75.0,72.0,52.0,2.0,,,,0,1,1,0,1,0
6.0,68.0,54.0,3.0,,,,0,1,1,0,1,0
42.0,70.0,36.0,3.0,,,,0,1,1,0,1,0
54.0,71.0,47.0,3.0,,,,0,1,1,0,1,0
38.0,70.0,41.0,5.0,5.0,3.0,0.0,0,1,1,0,0,1
85.0,73.0,47.0,5.0,,,,0,1,1,0,1,0
2.0,68.0,51.0,6.0,,,,0,1,1,0,1,0
103.0,67.0,39.0,6.0,,,,0,1,1,0,1,0
12.0,68.0,53.0,8.0,,,,0,1,1,0,1,0
48.0,71.0,56.0,9.0,,,,0,1,1,0,1,0
102.0,74.0,40.0,11.0,,,,1,0,1,0,1,0
35.0,70.0,43.0,12.0,,,,0,1,1,0,1,0
95.0,73.0,40.0,16.0,2.0,0.0,0.0,0,1,1,0,0,1
31.0,69.0,54.0,16.0,,,,0,1,1,0,1,0
3.0,68.0,54.0,16.0,1.0,2.0,0.0,0,1,1,0,0,1
74.0,72.0,29.0,17.0,5.0,1.0,0.0,0,1,1,0,0,1
5.0,68.0,20.0,18.0,,,,0,1,1,0,1,0
77.0,72.0,41.0,21.0,,,,0,1,1,0,1,0
99.0,73.0,49.0,21.0,,,,0,1,1,0,1,0
20.0,69.0,55.0,28.0,1.0,3.0,1.0,0,1,1,0,0,1
70.0,72.0,52.0,30.0,5.0,3.0,1.0,0,1,1,0,0,1
101.0,74.0,49.0,31.0,,,,1,0,1,0,1,0
66.0,72.0,53.0,32.0,,,,0,1,1,0,1,0
29.0,69.0,50.0,35.0,,,,0,1,1,0,1,0
17.0,68.0,20.0,36.0,,,,0,1,1,0,1,0
19.0,68.0,59.0,37.0,,,,0,1,1,0,1,0
4.0,68.0,40.0,39.0,36.0,3.0,0.0,0,1,1,0,0,1
100.0,74.0,35.0,39.0,38.0,3.0,0.0,1,0,0,1,0,1
8.0,68.0,45.0,40.0,,,,0,1,1,0,1,0
44.0,70.0,42.0,40.0,,,,0,1,1,0,1,0
16.0,68.0,56.0,43.0,20.0,3.0,0.0,0,1,1,0,0,1
45.0,71.0,36.0,45.0,1.0,1.0,0.0,0,1,1,0,0,1
1.0,67.0,30.0,50.0,,,,0,1,1,0,1,0
22.0,69.0,42.0,51.0,12.0,3.0,0.0,0,1,1,0,0,1
39.0,70.0,50.0,53.0,2.0,0.0,0.0,0,1,1,0,0,1
10.0,68.0,42.0,58.0,12.0,2.0,1.0,0,1,1,0,0,1
35.0,71.0,52.0,61.0,10.0,2.0,1.0,0,1,1,0,0,1
37.0,70.0,61.0,66.0,19.0,3.0,0.0,0,1,1,0,0,1
68.0,72.0,45.0,68.0,3.0,3.0,0.0,0,1,1,0,0,1
60.0,71.0,49.0,68.0,3.0,3.0,0.0,0,1,1,0,0,1
62.0,71.0,39.0,69.0,,,,0,1,1,0,1,0
28.0,69.0,53.0,72.0,71.0,2.0,0.0,0,1,1,0,0,1
47.0,71.0,47.0,72.0,21.0,3.0,0.0,0,1,1,0,0,1
32.0,69.0,64.0,77.0,17.0,4.0,0.0,0,1,1,0,0,1
65.0,72.0,51.0,78.0,12.0,2.0,0.0,0,1,1,0,0,1
83.0,73.0,53.0,80.0,32.0,4.0,0.0,0,1,1,0,0,1
13.0,68.0,54.0,81.0,17.0,3.0,0.0,0,1,1,0,0,1
9.0,68.0,47.0,85.0,,,,0,1,1,0,1,0
73.0,72.0,56.0,90.0,27.0,3.0,1.0,0,1,1,0,0,1
79.0,72.0,53.0,96.0,67.0,2.0,0.0,0,1,1,0,0,1
36.0,70.0,48.0,100.0,46.0,2.0,0.0,0,1,1,0,0,1
32.0,71.0,41.0,102.0,,,,0,1,1,0,1,0
98.0,73.0,28.0,109.0,96.0,4.0,1.0,1,0,1,0,0,1
87.0,73.0,46.0,110.0,60.0,2.0,0.0,0,1,1,0,0,1
97.0,73.0,23.0,131.0,21.0,3.0,1.0,1,0,1,0,0,1
37.0,71.0,41.0,149.0,,,,0,1,1,0,1,0
11.0,68.0,47.0,153.0,26.0,1.0,0.0,0,1,1,0,0,1
94.0,73.0,43.0,165.0,4.0,3.0,0.0,0,1,0,1,0,1
96.0,73.0,26.0,180.0,13.0,2.0,0.0,1,0,1,0,0,1
90.0,73.0,52.0,186.0,160.0,3.0,1.0,0,1,0,1,0,1
